Time,Raw_EEGS
12/31/2018 11:03:33 PM,53
12/31/2018 11:03:33 PM,39
12/31/2018 11:03:33 PM,42
12/31/2018 11:03:33 PM,36
12/31/2018 11:03:33 PM,33
12/31/2018 11:03:33 PM,42
12/31/2018 11:03:33 PM,68
12/31/2018 11:03:33 PM,96
12/31/2018 11:03:33 PM,103
12/31/2018 11:03:33 PM,65
12/31/2018 11:03:33 PM,20
12/31/2018 11:03:33 PM,9
12/31/2018 11:03:33 PM,28
12/31/2018 11:03:33 PM,17
12/31/2018 11:03:33 PM,-28
12/31/2018 11:03:33 PM,-55
12/31/2018 11:03:33 PM,-24
12/31/2018 11:03:33 PM,34
12/31/2018 11:03:33 PM,71
12/31/2018 11:03:33 PM,69
12/31/2018 11:03:33 PM,10
12/31/2018 11:03:33 PM,-42
12/31/2018 11:03:33 PM,-53
12/31/2018 11:03:33 PM,-72
12/31/2018 11:03:33 PM,-114
12/31/2018 11:03:33 PM,-106
12/31/2018 11:03:33 PM,-34
12/31/2018 11:03:33 PM,43
12/31/2018 11:03:33 PM,70
12/31/2018 11:03:33 PM,74
12/31/2018 11:03:33 PM,87
12/31/2018 11:03:33 PM,104
12/31/2018 11:03:33 PM,99
12/31/2018 11:03:33 PM,86
12/31/2018 11:03:33 PM,69
12/31/2018 11:03:33 PM,48
12/31/2018 11:03:33 PM,57
12/31/2018 11:03:33 PM,82
12/31/2018 11:03:33 PM,87
12/31/2018 11:03:33 PM,92
12/31/2018 11:03:33 PM,122
12/31/2018 11:03:33 PM,128
12/31/2018 11:03:33 PM,107
12/31/2018 11:03:33 PM,88
12/31/2018 11:03:33 PM,73
12/31/2018 11:03:33 PM,67
12/31/2018 11:03:33 PM,64
12/31/2018 11:03:33 PM,83
12/31/2018 11:03:33 PM,93
12/31/2018 11:03:33 PM,90
12/31/2018 11:03:33 PM,88
12/31/2018 11:03:33 PM,71
12/31/2018 11:03:33 PM,55
12/31/2018 11:03:33 PM,42
12/31/2018 11:03:33 PM,16
12/31/2018 11:03:33 PM,-2
12/31/2018 11:03:33 PM,2
12/31/2018 11:03:33 PM,12
12/31/2018 11:03:33 PM,52
12/31/2018 11:03:33 PM,114
12/31/2018 11:03:33 PM,128
12/31/2018 11:03:33 PM,93
12/31/2018 11:03:33 PM,68
12/31/2018 11:03:33 PM,80
12/31/2018 11:03:33 PM,70
12/31/2018 11:03:33 PM,28
12/31/2018 11:03:33 PM,3
12/31/2018 11:03:33 PM,20
12/31/2018 11:03:33 PM,56
12/31/2018 11:03:33 PM,83
12/31/2018 11:03:33 PM,108
12/31/2018 11:03:33 PM,102
12/31/2018 11:03:33 PM,72
12/31/2018 11:03:33 PM,50
12/31/2018 11:03:33 PM,29
12/31/2018 11:03:33 PM,4
12/31/2018 11:03:33 PM,-22
12/31/2018 11:03:33 PM,-19
12/31/2018 11:03:33 PM,-1
12/31/2018 11:03:33 PM,22
12/31/2018 11:03:33 PM,34
12/31/2018 11:03:33 PM,51
12/31/2018 11:03:33 PM,80
12/31/2018 11:03:33 PM,86
12/31/2018 11:03:33 PM,66
12/31/2018 11:03:33 PM,29
12/31/2018 11:03:33 PM,-5
12/31/2018 11:03:33 PM,-23
12/31/2018 11:03:33 PM,-22
12/31/2018 11:03:33 PM,-7
12/31/2018 11:03:33 PM,26
12/31/2018 11:03:33 PM,50
12/31/2018 11:03:33 PM,42
12/31/2018 11:03:33 PM,33
12/31/2018 11:03:33 PM,51
12/31/2018 11:03:33 PM,58
12/31/2018 11:03:33 PM,40
12/31/2018 11:03:33 PM,32
12/31/2018 11:03:33 PM,55
12/31/2018 11:03:33 PM,81
12/31/2018 11:03:33 PM,61
12/31/2018 11:03:33 PM,48
12/31/2018 11:03:33 PM,50
12/31/2018 11:03:33 PM,58
12/31/2018 11:03:33 PM,58
12/31/2018 11:03:33 PM,26
12/31/2018 11:03:33 PM,9
12/31/2018 11:03:33 PM,22
12/31/2018 11:03:33 PM,36
12/31/2018 11:03:33 PM,37
12/31/2018 11:03:33 PM,38
12/31/2018 11:03:33 PM,49
12/31/2018 11:03:33 PM,55
12/31/2018 11:03:33 PM,50
12/31/2018 11:03:33 PM,36
12/31/2018 11:03:33 PM,20
12/31/2018 11:03:33 PM,3
12/31/2018 11:03:33 PM,19
12/31/2018 11:03:33 PM,36
12/31/2018 11:03:33 PM,29
12/31/2018 11:03:33 PM,35
12/31/2018 11:03:33 PM,53
12/31/2018 11:03:33 PM,71
12/31/2018 11:03:33 PM,66
12/31/2018 11:03:33 PM,54
12/31/2018 11:03:33 PM,23
12/31/2018 11:03:33 PM,-25
12/31/2018 11:03:33 PM,-42
12/31/2018 11:03:33 PM,-14
12/31/2018 11:03:33 PM,20
12/31/2018 11:03:33 PM,60
12/31/2018 11:03:33 PM,72
12/31/2018 11:03:33 PM,64
12/31/2018 11:03:33 PM,52
12/31/2018 11:03:33 PM,22
12/31/2018 11:03:33 PM,-24
12/31/2018 11:03:33 PM,-28
12/31/2018 11:03:33 PM,-3
12/31/2018 11:03:33 PM,-10
12/31/2018 11:03:34 PM,-45
12/31/2018 11:03:34 PM,-38
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,80
12/31/2018 11:03:34 PM,102
12/31/2018 11:03:34 PM,107
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,-18
12/31/2018 11:03:34 PM,-26
12/31/2018 11:03:34 PM,-2
12/31/2018 11:03:34 PM,20
12/31/2018 11:03:34 PM,38
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,84
12/31/2018 11:03:34 PM,92
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,41
12/31/2018 11:03:34 PM,33
12/31/2018 11:03:34 PM,37
12/31/2018 11:03:34 PM,55
12/31/2018 11:03:34 PM,88
12/31/2018 11:03:34 PM,88
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,131
12/31/2018 11:03:34 PM,163
12/31/2018 11:03:34 PM,144
12/31/2018 11:03:34 PM,101
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,70
12/31/2018 11:03:34 PM,72
12/31/2018 11:03:34 PM,66
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,125
12/31/2018 11:03:34 PM,155
12/31/2018 11:03:34 PM,137
12/31/2018 11:03:34 PM,97
12/31/2018 11:03:34 PM,55
12/31/2018 11:03:34 PM,33
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,29
12/31/2018 11:03:34 PM,36
12/31/2018 11:03:34 PM,57
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,68
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,20
12/31/2018 11:03:34 PM,17
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,66
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,12
12/31/2018 11:03:34 PM,7
12/31/2018 11:03:34 PM,-8
12/31/2018 11:03:34 PM,-18
12/31/2018 11:03:34 PM,-28
12/31/2018 11:03:34 PM,-14
12/31/2018 11:03:34 PM,19
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,57
12/31/2018 11:03:34 PM,42
12/31/2018 11:03:34 PM,17
12/31/2018 11:03:34 PM,-13
12/31/2018 11:03:34 PM,-13
12/31/2018 11:03:34 PM,-1
12/31/2018 11:03:34 PM,7
12/31/2018 11:03:34 PM,42
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,80
12/31/2018 11:03:34 PM,91
12/31/2018 11:03:34 PM,100
12/31/2018 11:03:34 PM,73
12/31/2018 11:03:34 PM,23
12/31/2018 11:03:34 PM,-8
12/31/2018 11:03:34 PM,2
12/31/2018 11:03:34 PM,33
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,37
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,41
12/31/2018 11:03:34 PM,25
12/31/2018 11:03:34 PM,16
12/31/2018 11:03:34 PM,39
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,69
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,89
12/31/2018 11:03:34 PM,91
12/31/2018 11:03:34 PM,73
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,13
12/31/2018 11:03:34 PM,2
12/31/2018 11:03:34 PM,-11
12/31/2018 11:03:34 PM,5
12/31/2018 11:03:34 PM,33
12/31/2018 11:03:34 PM,57
12/31/2018 11:03:34 PM,91
12/31/2018 11:03:34 PM,118
12/31/2018 11:03:34 PM,128
12/31/2018 11:03:34 PM,93
12/31/2018 11:03:34 PM,22
12/31/2018 11:03:34 PM,-25
12/31/2018 11:03:34 PM,-26
12/31/2018 11:03:34 PM,1
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,91
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,100
12/31/2018 11:03:34 PM,102
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,22
12/31/2018 11:03:34 PM,-6
12/31/2018 11:03:34 PM,-12
12/31/2018 11:03:34 PM,18
12/31/2018 11:03:34 PM,72
12/31/2018 11:03:34 PM,104
12/31/2018 11:03:34 PM,103
12/31/2018 11:03:34 PM,101
12/31/2018 11:03:34 PM,90
12/31/2018 11:03:34 PM,69
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,41
12/31/2018 11:03:34 PM,51
12/31/2018 11:03:34 PM,55
12/31/2018 11:03:34 PM,72
12/31/2018 11:03:34 PM,99
12/31/2018 11:03:34 PM,116
12/31/2018 11:03:34 PM,105
12/31/2018 11:03:34 PM,83
12/31/2018 11:03:34 PM,64
12/31/2018 11:03:34 PM,53
12/31/2018 11:03:34 PM,66
12/31/2018 11:03:34 PM,89
12/31/2018 11:03:34 PM,92
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,59
12/31/2018 11:03:34 PM,35
12/31/2018 11:03:34 PM,44
12/31/2018 11:03:34 PM,53
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,42
12/31/2018 11:03:34 PM,64
12/31/2018 11:03:34 PM,72
12/31/2018 11:03:34 PM,67
12/31/2018 11:03:34 PM,68
12/31/2018 11:03:34 PM,68
12/31/2018 11:03:34 PM,45
12/31/2018 11:03:34 PM,-1
12/31/2018 11:03:34 PM,-19
12/31/2018 11:03:34 PM,17
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,0
12/31/2018 11:03:34 PM,-22
12/31/2018 11:03:34 PM,-5
12/31/2018 11:03:34 PM,26
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,42
12/31/2018 11:03:34 PM,16
12/31/2018 11:03:34 PM,-2
12/31/2018 11:03:34 PM,-1
12/31/2018 11:03:34 PM,-11
12/31/2018 11:03:34 PM,-19
12/31/2018 11:03:34 PM,-12
12/31/2018 11:03:34 PM,-2
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,43
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,51
12/31/2018 11:03:34 PM,42
12/31/2018 11:03:34 PM,27
12/31/2018 11:03:34 PM,2
12/31/2018 11:03:34 PM,-9
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,93
12/31/2018 11:03:34 PM,117
12/31/2018 11:03:34 PM,107
12/31/2018 11:03:34 PM,99
12/31/2018 11:03:34 PM,91
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,83
12/31/2018 11:03:34 PM,89
12/31/2018 11:03:34 PM,75
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,45
12/31/2018 11:03:34 PM,98
12/31/2018 11:03:34 PM,140
12/31/2018 11:03:34 PM,136
12/31/2018 11:03:34 PM,108
12/31/2018 11:03:34 PM,68
12/31/2018 11:03:34 PM,26
12/31/2018 11:03:34 PM,27
12/31/2018 11:03:34 PM,57
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,53
12/31/2018 11:03:34 PM,87
12/31/2018 11:03:34 PM,80
12/31/2018 11:03:34 PM,28
12/31/2018 11:03:34 PM,-22
12/31/2018 11:03:34 PM,-34
12/31/2018 11:03:34 PM,-10
12/31/2018 11:03:34 PM,20
12/31/2018 11:03:34 PM,53
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,20
12/31/2018 11:03:34 PM,1
12/31/2018 11:03:34 PM,-5
12/31/2018 11:03:34 PM,-19
12/31/2018 11:03:34 PM,-34
12/31/2018 11:03:34 PM,-21
12/31/2018 11:03:34 PM,5
12/31/2018 11:03:34 PM,34
12/31/2018 11:03:34 PM,44
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,0
12/31/2018 11:03:34 PM,-20
12/31/2018 11:03:34 PM,-18
12/31/2018 11:03:34 PM,-10
12/31/2018 11:03:34 PM,-4
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,80
12/31/2018 11:03:34 PM,45
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,59
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,8
12/31/2018 11:03:34 PM,19
12/31/2018 11:03:34 PM,59
12/31/2018 11:03:34 PM,97
12/31/2018 11:03:34 PM,102
12/31/2018 11:03:34 PM,89
12/31/2018 11:03:34 PM,82
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,67
12/31/2018 11:03:34 PM,41
12/31/2018 11:03:34 PM,39
12/31/2018 11:03:34 PM,67
12/31/2018 11:03:34 PM,90
12/31/2018 11:03:34 PM,99
12/31/2018 11:03:34 PM,122
12/31/2018 11:03:34 PM,122
12/31/2018 11:03:34 PM,83
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,56
12/31/2018 11:03:34 PM,76
12/31/2018 11:03:34 PM,91
12/31/2018 11:03:34 PM,114
12/31/2018 11:03:34 PM,124
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,29
12/31/2018 11:03:34 PM,26
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,41
12/31/2018 11:03:34 PM,0
12/31/2018 11:03:34 PM,-24
12/31/2018 11:03:34 PM,3
12/31/2018 11:03:34 PM,64
12/31/2018 11:03:34 PM,93
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,17
12/31/2018 11:03:34 PM,-33
12/31/2018 11:03:34 PM,-60
12/31/2018 11:03:34 PM,-35
12/31/2018 11:03:34 PM,4
12/31/2018 11:03:34 PM,12
12/31/2018 11:03:34 PM,20
12/31/2018 11:03:34 PM,44
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,27
12/31/2018 11:03:34 PM,18
12/31/2018 11:03:34 PM,29
12/31/2018 11:03:34 PM,69
12/31/2018 11:03:34 PM,75
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,6
12/31/2018 11:03:34 PM,26
12/31/2018 11:03:34 PM,66
12/31/2018 11:03:34 PM,97
12/31/2018 11:03:34 PM,99
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,70
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,56
12/31/2018 11:03:34 PM,36
12/31/2018 11:03:34 PM,10
12/31/2018 11:03:34 PM,23
12/31/2018 11:03:34 PM,56
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,104
12/31/2018 11:03:34 PM,128
12/31/2018 11:03:34 PM,136
12/31/2018 11:03:34 PM,99
12/31/2018 11:03:34 PM,69
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,8
12/31/2018 11:03:34 PM,4
12/31/2018 11:03:34 PM,25
12/31/2018 11:03:34 PM,59
12/31/2018 11:03:34 PM,72
12/31/2018 11:03:34 PM,72
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,38
12/31/2018 11:03:34 PM,-20
12/31/2018 11:03:34 PM,-51
12/31/2018 11:03:34 PM,-56
12/31/2018 11:03:34 PM,-62
12/31/2018 11:03:34 PM,-67
12/31/2018 11:03:34 PM,-49
12/31/2018 11:03:34 PM,-22
12/31/2018 11:03:34 PM,-1
12/31/2018 11:03:34 PM,27
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,55
12/31/2018 11:03:34 PM,34
12/31/2018 11:03:34 PM,35
12/31/2018 11:03:34 PM,43
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,87
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,59
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,66
12/31/2018 11:03:34 PM,74
12/31/2018 11:03:34 PM,75
12/31/2018 11:03:34 PM,52
12/31/2018 11:03:34 PM,37
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,89
12/31/2018 11:03:34 PM,90
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,52
12/31/2018 11:03:34 PM,56
12/31/2018 11:03:34 PM,59
12/31/2018 11:03:34 PM,64
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,108
12/31/2018 11:03:34 PM,134
12/31/2018 11:03:34 PM,124
12/31/2018 11:03:34 PM,114
12/31/2018 11:03:34 PM,120
12/31/2018 11:03:34 PM,101
12/31/2018 11:03:34 PM,67
12/31/2018 11:03:34 PM,36
12/31/2018 11:03:34 PM,18
12/31/2018 11:03:34 PM,27
12/31/2018 11:03:34 PM,69
12/31/2018 11:03:34 PM,100
12/31/2018 11:03:34 PM,121
12/31/2018 11:03:34 PM,152
12/31/2018 11:03:34 PM,138
12/31/2018 11:03:34 PM,83
12/31/2018 11:03:34 PM,50
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,-7
12/31/2018 11:03:34 PM,-19
12/31/2018 11:03:34 PM,-3
12/31/2018 11:03:34 PM,34
12/31/2018 11:03:34 PM,64
12/31/2018 11:03:34 PM,73
12/31/2018 11:03:34 PM,80
12/31/2018 11:03:34 PM,90
12/31/2018 11:03:34 PM,84
12/31/2018 11:03:34 PM,54
12/31/2018 11:03:34 PM,26
12/31/2018 11:03:34 PM,9
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,44
12/31/2018 11:03:34 PM,55
12/31/2018 11:03:34 PM,66
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,97
12/31/2018 11:03:34 PM,73
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,37
12/31/2018 11:03:34 PM,43
12/31/2018 11:03:34 PM,52
12/31/2018 11:03:34 PM,76
12/31/2018 11:03:34 PM,113
12/31/2018 11:03:34 PM,120
12/31/2018 11:03:34 PM,102
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,33
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,13
12/31/2018 11:03:34 PM,5
12/31/2018 11:03:34 PM,18
12/31/2018 11:03:34 PM,45
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,77
12/31/2018 11:03:34 PM,90
12/31/2018 11:03:34 PM,96
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,52
12/31/2018 11:03:34 PM,2
12/31/2018 11:03:34 PM,-12
12/31/2018 11:03:34 PM,19
12/31/2018 11:03:34 PM,44
12/31/2018 11:03:34 PM,65
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,93
12/31/2018 11:03:34 PM,86
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,4
12/31/2018 11:03:34 PM,-49
12/31/2018 11:03:34 PM,-40
12/31/2018 11:03:34 PM,-10
12/31/2018 11:03:34 PM,8
12/31/2018 11:03:34 PM,13
12/31/2018 11:03:34 PM,7
12/31/2018 11:03:34 PM,6
12/31/2018 11:03:34 PM,9
12/31/2018 11:03:34 PM,1
12/31/2018 11:03:34 PM,-13
12/31/2018 11:03:34 PM,-20
12/31/2018 11:03:34 PM,-27
12/31/2018 11:03:34 PM,-25
12/31/2018 11:03:34 PM,16
12/31/2018 11:03:34 PM,48
12/31/2018 11:03:34 PM,25
12/31/2018 11:03:34 PM,6
12/31/2018 11:03:34 PM,2
12/31/2018 11:03:34 PM,4
12/31/2018 11:03:34 PM,-1
12/31/2018 11:03:34 PM,0
12/31/2018 11:03:34 PM,8
12/31/2018 11:03:34 PM,28
12/31/2018 11:03:34 PM,40
12/31/2018 11:03:34 PM,21
12/31/2018 11:03:34 PM,25
12/31/2018 11:03:34 PM,53
12/31/2018 11:03:34 PM,45
12/31/2018 11:03:34 PM,19
12/31/2018 11:03:34 PM,5
12/31/2018 11:03:34 PM,-3
12/31/2018 11:03:34 PM,-6
12/31/2018 11:03:34 PM,-8
12/31/2018 11:03:34 PM,3
12/31/2018 11:03:34 PM,23
12/31/2018 11:03:34 PM,39
12/31/2018 11:03:34 PM,57
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,55
12/31/2018 11:03:34 PM,26
12/31/2018 11:03:34 PM,13
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,56
12/31/2018 11:03:34 PM,57
12/31/2018 11:03:34 PM,80
12/31/2018 11:03:34 PM,105
12/31/2018 11:03:34 PM,104
12/31/2018 11:03:34 PM,93
12/31/2018 11:03:34 PM,81
12/31/2018 11:03:34 PM,58
12/31/2018 11:03:34 PM,32
12/31/2018 11:03:34 PM,5
12/31/2018 11:03:34 PM,3
12/31/2018 11:03:34 PM,24
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,82
12/31/2018 11:03:34 PM,104
12/31/2018 11:03:34 PM,121
12/31/2018 11:03:34 PM,124
12/31/2018 11:03:34 PM,85
12/31/2018 11:03:34 PM,34
12/31/2018 11:03:34 PM,17
12/31/2018 11:03:34 PM,42
12/31/2018 11:03:34 PM,71
12/31/2018 11:03:34 PM,60
12/31/2018 11:03:34 PM,49
12/31/2018 11:03:34 PM,76
12/31/2018 11:03:34 PM,90
12/31/2018 11:03:34 PM,56
12/31/2018 11:03:34 PM,11
12/31/2018 11:03:34 PM,-20
12/31/2018 11:03:34 PM,-25
12/31/2018 11:03:34 PM,-18
12/31/2018 11:03:34 PM,-29
12/31/2018 11:03:35 PM,-29
12/31/2018 11:03:35 PM,11
12/31/2018 11:03:35 PM,67
12/31/2018 11:03:35 PM,98
12/31/2018 11:03:35 PM,86
12/31/2018 11:03:35 PM,42
12/31/2018 11:03:35 PM,0
12/31/2018 11:03:35 PM,-13
12/31/2018 11:03:35 PM,3
12/31/2018 11:03:35 PM,20
12/31/2018 11:03:35 PM,48
12/31/2018 11:03:35 PM,86
12/31/2018 11:03:35 PM,107
12/31/2018 11:03:35 PM,113
12/31/2018 11:03:35 PM,107
12/31/2018 11:03:35 PM,92
12/31/2018 11:03:35 PM,59
12/31/2018 11:03:35 PM,20
12/31/2018 11:03:35 PM,3
12/31/2018 11:03:35 PM,11
12/31/2018 11:03:35 PM,44
12/31/2018 11:03:35 PM,98
12/31/2018 11:03:35 PM,130
12/31/2018 11:03:35 PM,152
12/31/2018 11:03:35 PM,136
12/31/2018 11:03:35 PM,74
12/31/2018 11:03:35 PM,34
12/31/2018 11:03:35 PM,24
12/31/2018 11:03:35 PM,21
12/31/2018 11:03:35 PM,13
12/31/2018 11:03:35 PM,34
12/31/2018 11:03:35 PM,86
12/31/2018 11:03:35 PM,137
12/31/2018 11:03:35 PM,178
12/31/2018 11:03:35 PM,195
12/31/2018 11:03:35 PM,172
12/31/2018 11:03:35 PM,122
12/31/2018 11:03:35 PM,68
12/31/2018 11:03:35 PM,34
12/31/2018 11:03:35 PM,17
12/31/2018 11:03:35 PM,22
12/31/2018 11:03:35 PM,53
12/31/2018 11:03:35 PM,81
12/31/2018 11:03:35 PM,87
12/31/2018 11:03:35 PM,81
12/31/2018 11:03:35 PM,75
12/31/2018 11:03:35 PM,75
12/31/2018 11:03:35 PM,76
12/31/2018 11:03:35 PM,52
12/31/2018 11:03:35 PM,-5
12/31/2018 11:03:35 PM,-29
12/31/2018 11:03:35 PM,5
12/31/2018 11:03:35 PM,59
12/31/2018 11:03:35 PM,69
12/31/2018 11:03:35 PM,38
12/31/2018 11:03:35 PM,2
12/31/2018 11:03:35 PM,-3
12/31/2018 11:03:35 PM,7
12/31/2018 11:03:35 PM,-2
12/31/2018 11:03:35 PM,-12
12/31/2018 11:03:35 PM,6
12/31/2018 11:03:35 PM,28
12/31/2018 11:03:35 PM,54
12/31/2018 11:03:35 PM,88
12/31/2018 11:03:35 PM,101
12/31/2018 11:03:35 PM,88
12/31/2018 11:03:35 PM,43
12/31/2018 11:03:35 PM,-14
12/31/2018 11:03:35 PM,-34
12/31/2018 11:03:35 PM,-20
12/31/2018 11:03:35 PM,-11
12/31/2018 11:03:35 PM,-11
12/31/2018 11:03:35 PM,1
12/31/2018 11:03:35 PM,41
12/31/2018 11:03:35 PM,88
12/31/2018 11:03:35 PM,107
12/31/2018 11:03:35 PM,102
12/31/2018 11:03:35 PM,74
12/31/2018 11:03:35 PM,19
12/31/2018 11:03:35 PM,-19
12/31/2018 11:03:35 PM,-22
12/31/2018 11:03:35 PM,0
12/31/2018 11:03:35 PM,26
12/31/2018 11:03:35 PM,49
12/31/2018 11:03:35 PM,66
12/31/2018 11:03:35 PM,76
12/31/2018 11:03:35 PM,92
12/31/2018 11:03:35 PM,104
12/31/2018 11:03:35 PM,104
12/31/2018 11:03:35 PM,82
12/31/2018 11:03:35 PM,33
12/31/2018 11:03:35 PM,-3
12/31/2018 11:03:35 PM,11
12/31/2018 11:03:35 PM,50
12/31/2018 11:03:35 PM,102
12/31/2018 11:03:35 PM,144
12/31/2018 11:03:35 PM,120
12/31/2018 11:03:35 PM,52
12/31/2018 11:03:35 PM,25
12/31/2018 11:03:35 PM,33
12/31/2018 11:03:35 PM,37
12/31/2018 11:03:35 PM,34
12/31/2018 11:03:35 PM,33
12/31/2018 11:03:35 PM,48
12/31/2018 11:03:35 PM,55
12/31/2018 11:03:35 PM,53
12/31/2018 11:03:35 PM,52
12/31/2018 11:03:35 PM,41
12/31/2018 11:03:35 PM,27
12/31/2018 11:03:35 PM,12
12/31/2018 11:03:35 PM,-24
12/31/2018 11:03:35 PM,-61
12/31/2018 11:03:35 PM,-44
12/31/2018 11:03:35 PM,17
12/31/2018 11:03:35 PM,48
